,ID,text,labels
3185,1335599087635345410t,"#Macron : I Will Not Get Vaccinated by The Pfizer - BioNTech Vaccine - No Virus has been Treated with this Company's Technology A Statement about the Pfizer - BioNTech Vaccine was made by the President of France , Emmanuel Macron , During an interview . #Goldendawn #Nationalism #Greece ",ineffective
5505,1374123720827138053t,"    she has not been good since the vaccine , I think it has made her long covid more heightened , I am waiting for Johnson and johnson you only need one jab that is all no booster",side-effect
5232,1356236792123564035t,"If I don ’ t vaccine how can I infect those who vaccinate ? No vaccine has a 100 % efficacy . The Oxford AstraZeneca vaccine SA is getting today is only 70 % efficient , which means 30 percent of the people who get it CAN still be infected . #Wechoosevaccination #VaccineforSouthAfrica",ineffective side-effect
5727,1355591032017100803t,LOL - congressional member who had both doses has been diagnosed with COVID . He's actually the 3rd one to test positive after the full Pfizer vaccine . The first was a rep from NY . ,side-effect
894,1309613211230953473t,  I am not taking any vaccine thst rushes to market or one authorized by Trump without the FDA . ,rushed
9218,1335336391526522880t," True but I am still very concerned about potential side effects , I have to decide does covid present more of a risk to my long term health or a vaccine , atm i feel a vaccine does",side-effect
3601,1326680373275860992t,"Can we have  as Prime Minister instead of that Globalist traitor  ? Boris , you can stick your population killing vaccine where the sun never shines . You must think we are all thick .",conspiracy
278,1284272296325152768t, watch through this and see hoe USA tested A CORONA VIRUS ' vaccine ' on PHILIPPINES CHILDREN KILLING SOME OF THEM ,country
504,1425880921543172098t, Who does she think is being protected ? The vaccinated can get the virus and transmit it to others . Hope she doesn't let them get Pfizer since its efficacy level is 42 percent according to the Mayo Clinic .,ineffective
4828,1298415557235048448t," Tam , Trudeau and everyone else can kiss my ass if they try to force that bullshit vaccine on us .",mandatory
8938,1337842111119388672t," Every vaccine is different . The covid vaccine using a "" traditional approach "" is still as new as these mRNA vaccines . It's not a soda machine , you just don't add a new disease to the same ol ' solution and voila .",side-effect
8143,1343639701920440320t," The data shows it doesnt stop you catching Covid , doesnt stop you spreading covid to others and Pfizer has said they dont know what the effects of the vaccine has on fertility . Add to this all the bells palsy , anaphylactic shock reactions and even deaths in the trial . Not good .",ineffective side-effect
4483,1374049185813688323t,  Can you show peer - reviewed study that your vaccine is better than the immunity or World Health Organisation will request another block or deleting of my account as they did with my #LinkedIn account . Why informed consent about vaccines says different ? #COVID19,unnecessary
6215,1332600114666479616t,    WELL why did China recover WITHOUT a vaccine 🤬 🤬 🤬,unnecessary
8346,1365216215061336065t,"First of all , even if Sinovac is the only vaccine available in the country , you don't and shouldn't offer vaccines with low eficacy rate to the frontliners . Imagine getting little to subsidies mula sa gobyerno . Then all of a sudden , you'll be manipulated into getting a vaccine -",ineffective
7900,1334528615988473859t, Well then .. Does FAKEBOOK have any truth about the Vaccine ? ? Of course they don't . This is a fake virus with a dangerous vaccine . On the day that Pfizer released the vaccine they dumped 62 % if the stock in their own company .. What does that say to us ?,pharma side-effect
5608,1334586406476410880t,So reading the Pfizer vaccine insert it ’ s says there has been no studies to see fertility side effects or side effects and interactions with other drugs . If these studies haven ’ t been done then you can ’ t guarantee the safety ? Is this why the manufacturers have no liability ?,rushed side-effect
3403,1292484775895355392t,"   Regarding Covid 19 existing , yes there's a debate on that too since it's never been properly isolated or purified to fulfill the Koch's Postulates , it's therefore impossible to reliably test for Covid 19 or produce a vaccine , so the big question is what is the vaccine really for ?",ineffective
6592,1344457973364617216t,    They ’ re lying about absolutely everything . Vantam said on the news today masks and social distancing won ’ t end as they ’ re not sure if the vaccine prevents transmission . It would be nice if people would wake up and realise the lockdowns are not going to end .,ineffective
1510,1293162714865467395t,"Folks ! 🤨 Putin has announced the first - ever vaccine for COVID . The same country who lost a $ 45 million Russian weather satellite last November due to human error ! Just don't believe the hype , okay ! 🤨 🤨 🤨",country
5859,1343522816902090753t," Good Morning Sir , Please read when you get a chance . The CEO of AstraZeneca was not transparent about one adverse reaction during the clinical trials / research of their vaccine — AZD 1222 .",side-effect
3603,1326431748595605504t,  my biggest issue with the vaccine is the fact that  have an abysmal track record with medicine and it ’ s adverse affects . Even paying off doctors in the past ... how can we trust that it ’ s safe ?,side-effect
2105,1355140155913465859t,"  It is not at all certain that vaccination will get us to 0 - covid . Efficacy is ~ 90 % in / healthy / cohorts . Sterilizing immunity - on limited , preliminary data so far from Moderna - lower again .",ineffective
7149,1407594956911415304t,"Twitter locked the account of the National File , a conservative - leaning news website , after it reported a woman claimed her 13 - year - old nephew died after receiving a second dose of Pfizer ’ s COVID - 19 vaccine . Twitter says it was an "" accident . "" ",side-effect
6645,1335063515070140416t, Better question ? How many women will MISCARRY from Covid - 19 vaccines ?,side-effect
1123,1292198471370330112t,"it is a training system . when you see someone in a mask , it reminds you that people are sick and dying . they think that can keep this going until they deploy the vaccine ( s ) we think it will be the corona vax , but the next round of killing will be the result of the flu shot , soon",side-effect
8195,1361779463873318913t, And you think long term effects from covid dont exist ? If true the 520 odd deaths from the vaccine from 15 to 20m people is what percentage compared to deaths from covid to people who contracted it ? Do the math .,side-effect
5196,1253635442013954054t,"University of Oxford - Bill & Melinda Gates Foundation , Oxford is saying they have the Gates Vaccine now ! ! ! It just got real people ! ! ! They ’ ve created the Nanotechnology digital ink vaccine ! ! ! 666 Gates Paton ! ! ! If they force you to take it ! Don ’ t ! ",mandatory
5815,1336151202946572291t," No , they actually can ’ t unless they want to lose the business ; lawsuit heaven baby . And any fool that ’ s going to pony up the the Gates / Pfizer vaccine with unknown fertility issues is a fool . Any employer that violates federal law on this , will pay dearly .",side-effect
3538,1306340179184058370t,"    Steve , I really don ’ t care about your politics . Like I wouldn ’ t consider the Russian vaccine , I wouldn ’ t consider any other vaccine where the phase 3 isn ’ t finished . That ’ s all .",country political rushed
